coefficient,hazard_ratio,pvalue,covar,disease
0.009716312484899186,1.0097636691020124,0.05678973817721144,% body fat,p130846
0.06635714385142225,1.0686082959051484,0.13358311864090697,Hours slept per day,p130846
0.07660767836489561,1.0796184356263612,6.326372286597124e-10,TDI,p130846
0.5727736391207365,1.77317839410097,3.6331311064483413e-8,Education,p130846
-0.017073039710274757,0.9830718787273987,0.36031604450969773,Days/week moderate activity,p130846
-0.02184200612805387,0.9783948032237297,1.9794965350867095e-7,Grip strength,p130846
0.04664856813602586,1.0477537303245674,8.066335592815043e-5,Cooked veg intake,p130846
-0.023926770086538596,0.9763572056937372,0.3211241840239758,Raw veg intake,p130846
0.018433045020754362,1.018603982277846,0.5434603783447814,Fresh fruit intake,p130846
0.008008056204445672,1.008040206449554,0.7544633178179371,Dried fruit intake,p130846
-0.06918223226159148,0.9331566133427812,0.021679778965462936,Oily fish intake,p130846
-0.038168435706353226,0.9625507993125841,0.18113413173618512,Non-oily fish intake,p130846
-0.0678295362817794,0.9344197446659114,0.012843582528890597,Processed meat intake,p130846
0.0318226124024937,1.0323343657492923,0.14963483900451982,Poultry intake,p130846
0.029612704355176107,1.0300555206733681,0.3887188580999537,Beef intake,p130846
0.0628502149425432,1.0648673260716404,0.18274541280088222,Lamb intake,p130846
0.13365837307814163,1.1430022725896891,0.001742129475762594,Pork intake,p130846
0.012275229378544911,1.0123508792295526,0.00882835834994215,Bread intake,p130846
0.03237487035631108,1.0329046380679945,0.038039938874903076,Cereal intake,p130846
-0.01344551725667298,0.986644469950808,0.5091106132126335,Water intake,p130846
-0.06118655748368388,0.9406477385308502,0.0888919005438577,Alcohol intake frequency,p131022
0.20111680839842827,1.222767593005997,2.0704243387324435e-4,Smoking status,p131022
-0.024450957213774296,0.9758455459293754,0.0012570576167103798,% body fat,p131022
-0.0074997933895825765,0.9925282598857953,0.8941309893255416,Hours slept per day,p131022
-0.001660795997602244,0.9983405823609075,0.9332794560762969,TDI,p131022
0.03312958304567934,1.033684478545988,0.8083079264442414,Education,p131022
0.031630982468478244,1.0321365585363989,0.25884992439272775,Days/week moderate activity,p131022
0.004091372616331121,1.0040997537074314,0.468840561170441,Grip strength,p131022
0.04602984616376791,1.047105662577652,0.0018049014506369362,Cooked veg intake,p131022
0.001088659884205511,1.0010892526894788,0.9719945925501793,Raw veg intake,p131022
