disease1,disease2,gene_id,disease_pair
p130708,p130842,ENSG00000159915,p130708-p130842
p130708,p130842,ENSG00000062370,p130708-p130842
p130708,p130842,ENSG00000267173,p130708-p130842
p130708,p130842,ENSG00000267508,p130708-p130842
p130708,p130842,ENSG00000167383,p130708-p130842
p130708,p130842,ENSG00000267242,p130708-p130842
p130708,p130842,ENSG00000167384,p130708-p130842
p130708,p130842,ENSG00000267614,p130708-p130842
p130708,p130842,ENSG00000216588,p130708-p130842
p130708,p130842,ENSG00000266903,p130708-p130842
p130708,p130842,ENSG00000073008,p130708-p130842
p130708,p130842,ENSG00000186567,p130708-p130842
p130708,p130842,ENSG00000213892,p130708-p130842
p130708,p130842,ENSG00000069399,p130708-p130842
p130708,p130842,ENSG00000142273,p130708-p130842
p130708,p130842,ENSG00000187244,p130708-p130842
p130708,p130842,ENSG00000130202,p130708-p130842
p130708,p130842,ENSG00000267282,p130708-p130842
p130708,p130842,ENSG00000130204,p130708-p130842
p130708,p130842,ENSG00000130203,p130708-p130842
p130708,p130842,ENSG00000130208,p130708-p130842
p130708,p130842,ENSG00000224916,p130708-p130842
p130708,p130842,ENSG00000267467,p130708-p130842
p130708,p130842,ENSG00000234906,p130708-p130842
p130708,p130842,ENSG00000267114,p130708-p130842
p130708,p130842,ENSG00000104853,p130708-p130842
p130708,p130842,ENSG00000104856,p130708-p130842
p130708,p130842,ENSG00000104859,p130708-p130842
p130708,p130842,ENSG00000170684,p130708-p130842
p130708,p130842,ENSG00000267348,p130708-p130842
p130708,p130842,ENSG00000142252,p130708-p130842
p130708,p130842,ENSG00000007047,p130708-p130842
p130708,p130842,ENSG00000104866,p130708-p130842
p130708,p130842,ENSG00000267044,p130708-p130842
p130708,p130842,ENSG00000267037,p130708-p130842
p130708,p130842,ENSG00000179846,p130708-p130842
p130708,p130842,ENSG00000007255,p130708-p130842
p130708,p130842,ENSG00000189114,p130708-p130842
p130708,p130842,ENSG00000267545,p130708-p130842
p130708,p130842,ENSG00000266958,p130708-p130842
p130708,p130842,ENSG00000130201,p130708-p130842
p130708,p130842,ENSG00000267045,p130708-p130842
p130708,p130842,ENSG00000104879,p130708-p130842
p130708,p130842,ENSG00000104892,p130708-p130842
p130708,p130842,ENSG00000268341,p130708-p130842
p130708,p130842,ENSG00000104884,p130708-p130842
p130708,p130842,ENSG00000104881,p130708-p130842
p130708,p130842,ENSG00000117877,p130708-p130842
p130708,p130842,ENSG00000012061,p130708-p130842
p130708,p130842,ENSG00000125740,p130708-p130842
p130708,p130842,ENSG00000125744,p130708-p130842
p130708,p130842,ENSG00000213889,p130708-p130842
p130708,p130842,ENSG00000125753,p130708-p130842
p130708,p131036,ENSG00000159915,p130708-p131036
p130708,p131036,ENSG00000062370,p130708-p131036
p130708,p131036,ENSG00000267173,p130708-p131036
p130708,p131036,ENSG00000267508,p130708-p131036
p130708,p131036,ENSG00000167383,p130708-p131036
p130708,p131036,ENSG00000267242,p130708-p131036
p130708,p131036,ENSG00000167384,p130708-p131036
p130708,p131036,ENSG00000267614,p130708-p131036
p130708,p131036,ENSG00000216588,p130708-p131036
p130708,p131036,ENSG00000266903,p130708-p131036
p130708,p131036,ENSG00000073008,p130708-p131036
p130708,p131036,ENSG00000186567,p130708-p131036
p130708,p131036,ENSG00000213892,p130708-p131036
p130708,p131036,ENSG00000069399,p130708-p131036
p130708,p131036,ENSG00000142273,p130708-p131036
p130708,p131036,ENSG00000187244,p130708-p131036
p130708,p131036,ENSG00000130202,p130708-p131036
p130708,p131036,ENSG00000267282,p130708-p131036
p130708,p131036,ENSG00000130204,p130708-p131036
p130708,p131036,ENSG00000130203,p130708-p131036
p130708,p131036,ENSG00000130208,p130708-p131036
p130708,p131036,ENSG00000224916,p130708-p131036
p130708,p131036,ENSG00000267467,p130708-p131036
p130708,p131036,ENSG00000234906,p130708-p131036
p130708,p131036,ENSG00000267114,p130708-p131036
p130708,p131036,ENSG00000104853,p130708-p131036
p130708,p131036,ENSG00000104856,p130708-p131036
p130708,p131036,ENSG00000104859,p130708-p131036
p130708,p131036,ENSG00000170684,p130708-p131036
p130708,p131036,ENSG00000267348,p130708-p131036
p130708,p131036,ENSG00000142252,p130708-p131036
p130708,p131036,ENSG00000007047,p130708-p131036
p130708,p131036,ENSG00000104866,p130708-p131036
p130708,p131036,ENSG00000267044,p130708-p131036
p130708,p131036,ENSG00000267037,p130708-p131036
p130708,p131036,ENSG00000179846,p130708-p131036
p130708,p131036,ENSG00000007255,p130708-p131036
p130708,p131036,ENSG00000189114,p130708-p131036
p130708,p131036,ENSG00000267545,p130708-p131036
p130708,p131036,ENSG00000266958,p130708-p131036
p130708,p131036,ENSG00000130201,p130708-p131036
p130708,p131036,ENSG00000267045,p130708-p131036
p130708,p131036,ENSG00000104879,p130708-p131036
p130708,p131036,ENSG00000104892,p130708-p131036
p130708,p131036,ENSG00000268341,p130708-p131036
p130708,p131036,ENSG00000104884,p130708-p131036
p130708,p131036,ENSG00000104881,p130708-p131036
p130708,p131036,ENSG00000117877,p130708-p131036
p130708,p131036,ENSG00000012061,p130708-p131036
p130708,p131036,ENSG00000125740,p130708-p131036
p130708,p131036,ENSG00000125744,p130708-p131036
p130708,p131036,ENSG00000213889,p130708-p131036
p130708,p131036,ENSG00000125753,p130708-p131036
p130842,p130846,ENSG00000159915,p130842-p130846
p130842,p130846,ENSG00000062370,p130842-p130846
p130842,p130846,ENSG00000267173,p130842-p130846
p130842,p130846,ENSG00000267508,p130842-p130846
p130842,p130846,ENSG00000167383,p130842-p130846
p130842,p130846,ENSG00000267242,p130842-p130846
p130842,p130846,ENSG00000167384,p130842-p130846
p130842,p130846,ENSG00000267614,p130842-p130846
p130842,p130846,ENSG00000216588,p130842-p130846
p130842,p130846,ENSG00000266903,p130842-p130846
p130842,p130846,ENSG00000073008,p130842-p130846
p130842,p130846,ENSG00000186567,p130842-p130846
p130842,p130846,ENSG00000213892,p130842-p130846
p130842,p130846,ENSG00000069399,p130842-p130846
p130842,p130846,ENSG00000142273,p130842-p130846
p130842,p130846,ENSG00000187244,p130842-p130846
p130842,p130846,ENSG00000130202,p130842-p130846
p130842,p130846,ENSG00000267282,p130842-p130846
p130842,p130846,ENSG00000130204,p130842-p130846
p130842,p130846,ENSG00000130203,p130842-p130846
p130842,p130846,ENSG00000130208,p130842-p130846
p130842,p130846,ENSG00000224916,p130842-p130846
p130842,p130846,ENSG00000267467,p130842-p130846
p130842,p130846,ENSG00000234906,p130842-p130846
p130842,p130846,ENSG00000267114,p130842-p130846
p130842,p130846,ENSG00000104853,p130842-p130846
p130842,p130846,ENSG00000104856,p130842-p130846
p130842,p130846,ENSG00000104859,p130842-p130846
p130842,p130846,ENSG00000170684,p130842-p130846
p130842,p130846,ENSG00000267348,p130842-p130846
p130842,p130846,ENSG00000142252,p130842-p130846
p130842,p130846,ENSG00000007047,p130842-p130846
p130842,p130846,ENSG00000104866,p130842-p130846
p130842,p130846,ENSG00000267044,p130842-p130846
p130842,p130846,ENSG00000267037,p130842-p130846
p130842,p130846,ENSG00000179846,p130842-p130846
p130842,p130846,ENSG00000007255,p130842-p130846
p130842,p130846,ENSG00000189114,p130842-p130846
p130842,p130846,ENSG00000267545,p130842-p130846
p130842,p130846,ENSG00000266958,p130842-p130846
p130842,p130846,ENSG00000130201,p130842-p130846
p130842,p130846,ENSG00000267045,p130842-p130846
p130842,p130846,ENSG00000104879,p130842-p130846
p130842,p130846,ENSG00000104892,p130842-p130846
p130842,p130846,ENSG00000268341,p130842-p130846
p130842,p130846,ENSG00000104884,p130842-p130846
p130842,p130846,ENSG00000104881,p130842-p130846
p130842,p130846,ENSG00000117877,p130842-p130846
p130842,p130846,ENSG00000012061,p130842-p130846
p130842,p130846,ENSG00000125740,p130842-p130846
p130842,p130846,ENSG00000125744,p130842-p130846
p130842,p130846,ENSG00000213889,p130842-p130846
p130842,p130846,ENSG00000125753,p130842-p130846
p130842,p131036,ENSG00000159915,p130842-p131036
p130842,p131036,ENSG00000062370,p130842-p131036
p130842,p131036,ENSG00000267173,p130842-p131036
p130842,p131036,ENSG00000267508,p130842-p131036
p130842,p131036,ENSG00000167383,p130842-p131036
p130842,p131036,ENSG00000267242,p130842-p131036
p130842,p131036,ENSG00000167384,p130842-p131036
p130842,p131036,ENSG00000267614,p130842-p131036
p130842,p131036,ENSG00000216588,p130842-p131036
p130842,p131036,ENSG00000266903,p130842-p131036
p130842,p131036,ENSG00000073008,p130842-p131036
p130842,p131036,ENSG00000186567,p130842-p131036
p130842,p131036,ENSG00000213892,p130842-p131036
p130842,p131036,ENSG00000069399,p130842-p131036
p130842,p131036,ENSG00000142273,p130842-p131036
p130842,p131036,ENSG00000187244,p130842-p131036
p130842,p131036,ENSG00000130202,p130842-p131036
p130842,p131036,ENSG00000267282,p130842-p131036
p130842,p131036,ENSG00000130204,p130842-p131036
p130842,p131036,ENSG00000130203,p130842-p131036
p130842,p131036,ENSG00000130208,p130842-p131036
p130842,p131036,ENSG00000224916,p130842-p131036
p130842,p131036,ENSG00000267467,p130842-p131036
p130842,p131036,ENSG00000234906,p130842-p131036
p130842,p131036,ENSG00000267114,p130842-p131036
p130842,p131036,ENSG00000104853,p130842-p131036
p130842,p131036,ENSG00000104856,p130842-p131036
p130842,p131036,ENSG00000104859,p130842-p131036
p130842,p131036,ENSG00000170684,p130842-p131036
p130842,p131036,ENSG00000267348,p130842-p131036
p130842,p131036,ENSG00000142252,p130842-p131036
p130842,p131036,ENSG00000007047,p130842-p131036
p130842,p131036,ENSG00000104866,p130842-p131036
p130842,p131036,ENSG00000267044,p130842-p131036
p130842,p131036,ENSG00000267037,p130842-p131036
p130842,p131036,ENSG00000179846,p130842-p131036
p130842,p131036,ENSG00000007255,p130842-p131036
p130842,p131036,ENSG00000189114,p130842-p131036
p130842,p131036,ENSG00000267545,p130842-p131036
p130842,p131036,ENSG00000266958,p130842-p131036
p130842,p131036,ENSG00000130201,p130842-p131036
p130842,p131036,ENSG00000267045,p130842-p131036
p130842,p131036,ENSG00000104879,p130842-p131036
p130842,p131036,ENSG00000104892,p130842-p131036
p130842,p131036,ENSG00000268341,p130842-p131036
p130842,p131036,ENSG00000104884,p130842-p131036
p130842,p131036,ENSG00000104881,p130842-p131036
p130842,p131036,ENSG00000117877,p130842-p131036
p130842,p131036,ENSG00000012061,p130842-p131036
p130842,p131036,ENSG00000125740,p130842-p131036
p130842,p131036,ENSG00000125744,p130842-p131036
p130842,p131036,ENSG00000213889,p130842-p131036
p130842,p131036,ENSG00000125753,p130842-p131036
p130842,p131038,ENSG00000159915,p130842-p131038
p130842,p131038,ENSG00000062370,p130842-p131038
p130842,p131038,ENSG00000267173,p130842-p131038
p130842,p131038,ENSG00000267508,p130842-p131038
p130842,p131038,ENSG00000167383,p130842-p131038
p130842,p131038,ENSG00000267242,p130842-p131038
p130842,p131038,ENSG00000167384,p130842-p131038
p130842,p131038,ENSG00000267614,p130842-p131038
p130842,p131038,ENSG00000216588,p130842-p131038
p130842,p131038,ENSG00000266903,p130842-p131038
p130842,p131038,ENSG00000073008,p130842-p131038
p130842,p131038,ENSG00000186567,p130842-p131038
p130842,p131038,ENSG00000213892,p130842-p131038
p130842,p131038,ENSG00000069399,p130842-p131038
p130842,p131038,ENSG00000142273,p130842-p131038
p130842,p131038,ENSG00000187244,p130842-p131038
p130842,p131038,ENSG00000130202,p130842-p131038
p130842,p131038,ENSG00000267282,p130842-p131038
p130842,p131038,ENSG00000130204,p130842-p131038
p130842,p131038,ENSG00000130203,p130842-p131038
p130842,p131038,ENSG00000130208,p130842-p131038
p130842,p131038,ENSG00000224916,p130842-p131038
p130842,p131038,ENSG00000267467,p130842-p131038
p130842,p131038,ENSG00000234906,p130842-p131038
p130842,p131038,ENSG00000267114,p130842-p131038
p130842,p131038,ENSG00000104853,p130842-p131038
p130842,p131038,ENSG00000104856,p130842-p131038
p130842,p131038,ENSG00000104859,p130842-p131038
p130842,p131038,ENSG00000170684,p130842-p131038
p130842,p131038,ENSG00000267348,p130842-p131038
p130842,p131038,ENSG00000142252,p130842-p131038
p130842,p131038,ENSG00000007047,p130842-p131038
p130842,p131038,ENSG00000104866,p130842-p131038
p130842,p131038,ENSG00000267044,p130842-p131038
p130842,p131038,ENSG00000267037,p130842-p131038
p130842,p131038,ENSG00000179846,p130842-p131038
p130842,p131038,ENSG00000007255,p130842-p131038
p130842,p131038,ENSG00000189114,p130842-p131038
p130842,p131038,ENSG00000267545,p130842-p131038
p130842,p131038,ENSG00000266958,p130842-p131038
p130842,p131038,ENSG00000130201,p130842-p131038
p130842,p131038,ENSG00000267045,p130842-p131038
p130842,p131038,ENSG00000104879,p130842-p131038
p130842,p131038,ENSG00000104892,p130842-p131038
p130842,p131038,ENSG00000268341,p130842-p131038
p130842,p131038,ENSG00000104884,p130842-p131038
p130842,p131038,ENSG00000104881,p130842-p131038
p130842,p131038,ENSG00000117877,p130842-p131038
p130842,p131038,ENSG00000012061,p130842-p131038
p130842,p131038,ENSG00000125740,p130842-p131038
p130842,p131038,ENSG00000125744,p130842-p131038
p130842,p131038,ENSG00000213889,p130842-p131038
p130842,p131038,ENSG00000125753,p130842-p131038
p130842,p131306,ENSG00000159915,p130842-p131306
p130842,p131306,ENSG00000062370,p130842-p131306
p130842,p131306,ENSG00000267173,p130842-p131306
p130842,p131306,ENSG00000267508,p130842-p131306
p130842,p131306,ENSG00000167383,p130842-p131306
p130842,p131306,ENSG00000267242,p130842-p131306
p130842,p131306,ENSG00000167384,p130842-p131306
p130842,p131306,ENSG00000267614,p130842-p131306
p130842,p131306,ENSG00000216588,p130842-p131306
p130842,p131306,ENSG00000266903,p130842-p131306
p130842,p131306,ENSG00000073008,p130842-p131306
p130842,p131306,ENSG00000186567,p130842-p131306
p130842,p131306,ENSG00000213892,p130842-p131306
p130842,p131306,ENSG00000069399,p130842-p131306
p130842,p131306,ENSG00000142273,p130842-p131306
p130842,p131306,ENSG00000187244,p130842-p131306
p130842,p131306,ENSG00000130202,p130842-p131306
p130842,p131306,ENSG00000267282,p130842-p131306
p130842,p131306,ENSG00000130204,p130842-p131306
p130842,p131306,ENSG00000130203,p130842-p131306
p130842,p131306,ENSG00000130208,p130842-p131306
p130842,p131306,ENSG00000224916,p130842-p131306
p130842,p131306,ENSG00000267467,p130842-p131306
p130842,p131306,ENSG00000234906,p130842-p131306
p130842,p131306,ENSG00000267114,p130842-p131306
p130842,p131306,ENSG00000104853,p130842-p131306
p130842,p131306,ENSG00000104856,p130842-p131306
p130842,p131306,ENSG00000104859,p130842-p131306
p130842,p131306,ENSG00000170684,p130842-p131306
p130842,p131306,ENSG00000267348,p130842-p131306
p130842,p131306,ENSG00000142252,p130842-p131306
p130842,p131306,ENSG00000007047,p130842-p131306
p130842,p131306,ENSG00000104866,p130842-p131306
p130842,p131306,ENSG00000267044,p130842-p131306
p130842,p131306,ENSG00000267037,p130842-p131306
p130842,p131306,ENSG00000179846,p130842-p131306
p130842,p131306,ENSG00000007255,p130842-p131306
p130842,p131306,ENSG00000189114,p130842-p131306
p130842,p131306,ENSG00000267545,p130842-p131306
p130842,p131306,ENSG00000266958,p130842-p131306
p130842,p131306,ENSG00000130201,p130842-p131306
p130842,p131306,ENSG00000267045,p130842-p131306
p130842,p131306,ENSG00000104879,p130842-p131306
p130842,p131306,ENSG00000104892,p130842-p131306
p130842,p131306,ENSG00000268341,p130842-p131306
p130842,p131306,ENSG00000104884,p130842-p131306
p130842,p131306,ENSG00000104881,p130842-p131306
p130842,p131306,ENSG00000117877,p130842-p131306
p130842,p131306,ENSG00000012061,p130842-p131306
p130842,p131306,ENSG00000125740,p130842-p131306
p130842,p131306,ENSG00000125744,p130842-p131306
p130842,p131306,ENSG00000213889,p130842-p131306
p130842,p131306,ENSG00000125753,p130842-p131306
p130842,p131820,ENSG00000159915,p130842-p131820
p130842,p131820,ENSG00000062370,p130842-p131820
p130842,p131820,ENSG00000267173,p130842-p131820
p130842,p131820,ENSG00000267508,p130842-p131820
p130842,p131820,ENSG00000167383,p130842-p131820
p130842,p131820,ENSG00000267242,p130842-p131820
p130842,p131820,ENSG00000167384,p130842-p131820
p130842,p131820,ENSG00000267614,p130842-p131820
p130842,p131820,ENSG00000216588,p130842-p131820
p130842,p131820,ENSG00000266903,p130842-p131820
p130842,p131820,ENSG00000073008,p130842-p131820
p130842,p131820,ENSG00000186567,p130842-p131820
p130842,p131820,ENSG00000213892,p130842-p131820
p130842,p131820,ENSG00000069399,p130842-p131820
p130842,p131820,ENSG00000142273,p130842-p131820
p130842,p131820,ENSG00000187244,p130842-p131820
p130842,p131820,ENSG00000130202,p130842-p131820
p130842,p131820,ENSG00000267282,p130842-p131820
p130842,p131820,ENSG00000130204,p130842-p131820
p130842,p131820,ENSG00000130203,p130842-p131820
p130842,p131820,ENSG00000130208,p130842-p131820
p130842,p131820,ENSG00000224916,p130842-p131820
p130842,p131820,ENSG00000267467,p130842-p131820
p130842,p131820,ENSG00000234906,p130842-p131820
p130842,p131820,ENSG00000267114,p130842-p131820
p130842,p131820,ENSG00000104853,p130842-p131820
p130842,p131820,ENSG00000104856,p130842-p131820
p130842,p131820,ENSG00000104859,p130842-p131820
p130842,p131820,ENSG00000170684,p130842-p131820
p130842,p131820,ENSG00000267348,p130842-p131820
p130842,p131820,ENSG00000142252,p130842-p131820
p130842,p131820,ENSG00000007047,p130842-p131820
p130842,p131820,ENSG00000104866,p130842-p131820
p130842,p131820,ENSG00000267044,p130842-p131820
p130842,p131820,ENSG00000267037,p130842-p131820
p130842,p131820,ENSG00000179846,p130842-p131820
p130842,p131820,ENSG00000007255,p130842-p131820
p130842,p131820,ENSG00000189114,p130842-p131820
p130842,p131820,ENSG00000267545,p130842-p131820
p130842,p131820,ENSG00000266958,p130842-p131820
p130842,p131820,ENSG00000130201,p130842-p131820
p130842,p131820,ENSG00000267045,p130842-p131820
p130842,p131820,ENSG00000104879,p130842-p131820
p130842,p131820,ENSG00000104892,p130842-p131820
p130842,p131820,ENSG00000268341,p130842-p131820
p130842,p131820,ENSG00000104884,p130842-p131820
p130842,p131820,ENSG00000104881,p130842-p131820
p130842,p131820,ENSG00000117877,p130842-p131820
p130842,p131820,ENSG00000012061,p130842-p131820
p130842,p131820,ENSG00000125740,p130842-p131820
p130842,p131820,ENSG00000125744,p130842-p131820
p130842,p131820,ENSG00000213889,p130842-p131820
p130842,p131820,ENSG00000125753,p130842-p131820
p130846,p131036,ENSG00000159915,p130846-p131036
p130846,p131036,ENSG00000062370,p130846-p131036
p130846,p131036,ENSG00000267173,p130846-p131036
p130846,p131036,ENSG00000267508,p130846-p131036
p130846,p131036,ENSG00000167383,p130846-p131036
p130846,p131036,ENSG00000267242,p130846-p131036
p130846,p131036,ENSG00000167384,p130846-p131036
p130846,p131036,ENSG00000267614,p130846-p131036
p130846,p131036,ENSG00000216588,p130846-p131036
p130846,p131036,ENSG00000266903,p130846-p131036
p130846,p131036,ENSG00000073008,p130846-p131036
p130846,p131036,ENSG00000186567,p130846-p131036
p130846,p131036,ENSG00000213892,p130846-p131036
p130846,p131036,ENSG00000069399,p130846-p131036
p130846,p131036,ENSG00000142273,p130846-p131036
p130846,p131036,ENSG00000187244,p130846-p131036
p130846,p131036,ENSG00000130202,p130846-p131036
p130846,p131036,ENSG00000267282,p130846-p131036
p130846,p131036,ENSG00000130204,p130846-p131036
p130846,p131036,ENSG00000130203,p130846-p131036
p130846,p131036,ENSG00000130208,p130846-p131036
p130846,p131036,ENSG00000224916,p130846-p131036
p130846,p131036,ENSG00000267467,p130846-p131036
p130846,p131036,ENSG00000234906,p130846-p131036
p130846,p131036,ENSG00000267114,p130846-p131036
p130846,p131036,ENSG00000104853,p130846-p131036
p130846,p131036,ENSG00000104856,p130846-p131036
p130846,p131036,ENSG00000104859,p130846-p131036
p130846,p131036,ENSG00000170684,p130846-p131036
p130846,p131036,ENSG00000267348,p130846-p131036
p130846,p131036,ENSG00000142252,p130846-p131036
p130846,p131036,ENSG00000007047,p130846-p131036
p130846,p131036,ENSG00000104866,p130846-p131036
p130846,p131036,ENSG00000267044,p130846-p131036
p130846,p131036,ENSG00000267037,p130846-p131036
p130846,p131036,ENSG00000179846,p130846-p131036
p130846,p131036,ENSG00000007255,p130846-p131036
p130846,p131036,ENSG00000189114,p130846-p131036
p130846,p131036,ENSG00000267545,p130846-p131036
p130846,p131036,ENSG00000266958,p130846-p131036
p130846,p131036,ENSG00000130201,p130846-p131036
p130846,p131036,ENSG00000267045,p130846-p131036
p130846,p131036,ENSG00000104879,p130846-p131036
p130846,p131036,ENSG00000104892,p130846-p131036
p130846,p131036,ENSG00000268341,p130846-p131036
p130846,p131036,ENSG00000104884,p130846-p131036
p130846,p131036,ENSG00000104881,p130846-p131036
p130846,p131036,ENSG00000117877,p130846-p131036
p130846,p131036,ENSG00000012061,p130846-p131036
p130846,p131036,ENSG00000125740,p130846-p131036
p130846,p131036,ENSG00000125744,p130846-p131036
p130846,p131036,ENSG00000213889,p130846-p131036
p130846,p131036,ENSG00000125753,p130846-p131036
p130846,p131038,ENSG00000159915,p130846-p131038
p130846,p131038,ENSG00000062370,p130846-p131038
p130846,p131038,ENSG00000267173,p130846-p131038
p130846,p131038,ENSG00000267508,p130846-p131038
p130846,p131038,ENSG00000167383,p130846-p131038
p130846,p131038,ENSG00000267242,p130846-p131038
p130846,p131038,ENSG00000167384,p130846-p131038
p130846,p131038,ENSG00000267614,p130846-p131038
p130846,p131038,ENSG00000216588,p130846-p131038
p130846,p131038,ENSG00000266903,p130846-p131038
p130846,p131038,ENSG00000073008,p130846-p131038
p130846,p131038,ENSG00000186567,p130846-p131038
p130846,p131038,ENSG00000213892,p130846-p131038
p130846,p131038,ENSG00000069399,p130846-p131038
p130846,p131038,ENSG00000142273,p130846-p131038
p130846,p131038,ENSG00000187244,p130846-p131038
p130846,p131038,ENSG00000130202,p130846-p131038
p130846,p131038,ENSG00000267282,p130846-p131038
p130846,p131038,ENSG00000130204,p130846-p131038
p130846,p131038,ENSG00000130203,p130846-p131038
p130846,p131038,ENSG00000130208,p130846-p131038
p130846,p131038,ENSG00000224916,p130846-p131038
p130846,p131038,ENSG00000267467,p130846-p131038
p130846,p131038,ENSG00000234906,p130846-p131038
p130846,p131038,ENSG00000267114,p130846-p131038
p130846,p131038,ENSG00000104853,p130846-p131038
p130846,p131038,ENSG00000104856,p130846-p131038
p130846,p131038,ENSG00000104859,p130846-p131038
p130846,p131038,ENSG00000170684,p130846-p131038
p130846,p131038,ENSG00000267348,p130846-p131038
p130846,p131038,ENSG00000142252,p130846-p131038
p130846,p131038,ENSG00000007047,p130846-p131038
p130846,p131038,ENSG00000104866,p130846-p131038
p130846,p131038,ENSG00000267044,p130846-p131038
p130846,p131038,ENSG00000267037,p130846-p131038
p130846,p131038,ENSG00000179846,p130846-p131038
p130846,p131038,ENSG00000007255,p130846-p131038
p130846,p131038,ENSG00000189114,p130846-p131038
p130846,p131038,ENSG00000267545,p130846-p131038
p130846,p131038,ENSG00000266958,p130846-p131038
p130846,p131038,ENSG00000130201,p130846-p131038
p130846,p131038,ENSG00000267045,p130846-p131038
p130846,p131038,ENSG00000104879,p130846-p131038
p130846,p131038,ENSG00000104892,p130846-p131038
p130846,p131038,ENSG00000268341,p130846-p131038
p130846,p131038,ENSG00000104884,p130846-p131038
p130846,p131038,ENSG00000104881,p130846-p131038
p130846,p131038,ENSG00000117877,p130846-p131038
p130846,p131038,ENSG00000012061,p130846-p131038
p130846,p131038,ENSG00000125740,p130846-p131038
p130846,p131038,ENSG00000125744,p130846-p131038
p130846,p131038,ENSG00000213889,p130846-p131038
p130846,p131038,ENSG00000125753,p130846-p131038
p130846,p131306,ENSG00000159915,p130846-p131306
p130846,p131306,ENSG00000062370,p130846-p131306
p130846,p131306,ENSG00000267173,p130846-p131306
p130846,p131306,ENSG00000267508,p130846-p131306
p130846,p131306,ENSG00000167383,p130846-p131306
p130846,p131306,ENSG00000267242,p130846-p131306
p130846,p131306,ENSG00000167384,p130846-p131306
p130846,p131306,ENSG00000267614,p130846-p131306
p130846,p131306,ENSG00000216588,p130846-p131306
p130846,p131306,ENSG00000266903,p130846-p131306
p130846,p131306,ENSG00000073008,p130846-p131306
p130846,p131306,ENSG00000186567,p130846-p131306
p130846,p131306,ENSG00000213892,p130846-p131306
p130846,p131306,ENSG00000069399,p130846-p131306
p130846,p131306,ENSG00000142273,p130846-p131306
p130846,p131306,ENSG00000187244,p130846-p131306
p130846,p131306,ENSG00000130202,p130846-p131306
p130846,p131306,ENSG00000267282,p130846-p131306
p130846,p131306,ENSG00000130204,p130846-p131306
p130846,p131306,ENSG00000130203,p130846-p131306
p130846,p131306,ENSG00000130208,p130846-p131306
p130846,p131306,ENSG00000224916,p130846-p131306
p130846,p131306,ENSG00000267467,p130846-p131306
p130846,p131306,ENSG00000234906,p130846-p131306
p130846,p131306,ENSG00000267114,p130846-p131306
p130846,p131306,ENSG00000104853,p130846-p131306
p130846,p131306,ENSG00000104856,p130846-p131306
p130846,p131306,ENSG00000104859,p130846-p131306
p130846,p131306,ENSG00000170684,p130846-p131306
p130846,p131306,ENSG00000267348,p130846-p131306
p130846,p131306,ENSG00000142252,p130846-p131306
p130846,p131306,ENSG00000007047,p130846-p131306
p130846,p131306,ENSG00000104866,p130846-p131306
p130846,p131306,ENSG00000267044,p130846-p131306
p130846,p131306,ENSG00000267037,p130846-p131306
p130846,p131306,ENSG00000179846,p130846-p131306
p130846,p131306,ENSG00000007255,p130846-p131306
p130846,p131306,ENSG00000189114,p130846-p131306
p130846,p131306,ENSG00000267545,p130846-p131306
p130846,p131306,ENSG00000266958,p130846-p131306
p130846,p131306,ENSG00000130201,p130846-p131306
p130846,p131306,ENSG00000267045,p130846-p131306
p130846,p131306,ENSG00000104879,p130846-p131306
p130846,p131306,ENSG00000104892,p130846-p131306
p130846,p131306,ENSG00000268341,p130846-p131306
p130846,p131306,ENSG00000104884,p130846-p131306
p130846,p131306,ENSG00000104881,p130846-p131306
p130846,p131306,ENSG00000117877,p130846-p131306
p130846,p131306,ENSG00000012061,p130846-p131306
p130846,p131306,ENSG00000125740,p130846-p131306
p130846,p131306,ENSG00000125744,p130846-p131306
p130846,p131306,ENSG00000213889,p130846-p131306
p130846,p131306,ENSG00000125753,p130846-p131306
p130846,p131820,ENSG00000159915,p130846-p131820
p130846,p131820,ENSG00000062370,p130846-p131820
p130846,p131820,ENSG00000267173,p130846-p131820
p130846,p131820,ENSG00000267508,p130846-p131820
p130846,p131820,ENSG00000167383,p130846-p131820
p130846,p131820,ENSG00000267242,p130846-p131820
p130846,p131820,ENSG00000167384,p130846-p131820
p130846,p131820,ENSG00000267614,p130846-p131820
p130846,p131820,ENSG00000216588,p130846-p131820
p130846,p131820,ENSG00000266903,p130846-p131820
p130846,p131820,ENSG00000073008,p130846-p131820
p130846,p131820,ENSG00000186567,p130846-p131820
p130846,p131820,ENSG00000213892,p130846-p131820
p130846,p131820,ENSG00000069399,p130846-p131820
p130846,p131820,ENSG00000142273,p130846-p131820
p130846,p131820,ENSG00000187244,p130846-p131820
p130846,p131820,ENSG00000130202,p130846-p131820
p130846,p131820,ENSG00000267282,p130846-p131820
p130846,p131820,ENSG00000130204,p130846-p131820
p130846,p131820,ENSG00000130203,p130846-p131820
p130846,p131820,ENSG00000130208,p130846-p131820
p130846,p131820,ENSG00000224916,p130846-p131820
p130846,p131820,ENSG00000267467,p130846-p131820
p130846,p131820,ENSG00000234906,p130846-p131820
p130846,p131820,ENSG00000267114,p130846-p131820
p130846,p131820,ENSG00000104853,p130846-p131820
p130846,p131820,ENSG00000104856,p130846-p131820
p130846,p131820,ENSG00000104859,p130846-p131820
p130846,p131820,ENSG00000170684,p130846-p131820
