coefficient,pvalue,var_explained,covar,disease_field
3.567941191986037,1.1315089345849098e-12,-1,PC18,p130708
-0.2855450262095776,0.7614655042235976,-1,PC19,p130708
-4.136767167316656,1.1713919492692785e-12,-1,PC20,p130708
3.30959536718126,4.2534326728881304e-09,-1,PC21,p130708
-1.526290235105722,0.0634939601636892,-1,PC22,p130708
1.8721272263249509,0.0045912590485743,-1,PC23,p130708
3.538901407755131,5.090683594603685e-11,-1,PC24,p130708
2.8873318926754945,9.205916083479496e-06,-1,PC25,p130708
1.5049609467262477,0.1090345457717323,-1,PC26,p130708
2340754770581161.0,0.0,-1,PC1,p130718
-6.686663120444367,2.6009930635391896e-09,-1,PC2,p130718
2.4378944619549343,0.0005314828778885735,-1,PC3,p130718
2.036311883959524,0.1378643271816459,-1,PC4,p130718
9.345777114098432,9.29603367510663e-20,-1,PC5,p130718
9.655847871144118,7.534976783353625e-18,-1,PC6,p130718
8.209609944966022,7.207083742355579e-06,-1,PC7,p130718
-5.677392147408675,1.180702787227214e-06,-1,PC8,p130718
-6.826005118601502,2.296077271601561e-12,-1,PC9,p130718
3.6357261778654815,0.2565171222985331,-1,PC10,p130718
2.625134459597906,0.039865116559635,-1,PC11,p130718
4.2159931205157,0.066072719092953,-1,PC12,p130718
6.466216464882807,1.296330477013179e-07,-1,PC13,p130718
4.821315226689676,1.2955295332650591e-05,-1,PC14,p130718
9.887725749078712,1.1754692319440356e-10,-1,PC15,p130718
7.12104715106953,1.5346527411561485e-05,-1,PC16,p130718
5.622381605216761,0.0010495275053304,-1,PC17,p130718
-7.604998083115544,0.00021135803903926464,-1,PC18,p130718
6.028675061004187,0.00017703643665553732,-1,PC19,p130718
6.257712731052225,0.0007591365535370549,-1,PC20,p130718
-9.160373754659526,1.1328616729692783e-07,-1,PC21,p130718
8.705512219744573,0.0002288329690417708,-1,PC22,p130718
-13.370536989441222,1.5949384049869628e-13,-1,PC23,p130718
6.47974427020635,0.0031248799913975,-1,PC24,p130718
11.250621525292836,0.0005463610529335233,-1,PC25,p130718
-11.554541994450068,1.1995554944879535e-05,-1,PC26,p130718
26625.17900406543,0.0104457947614371,-1,PC1,p130722
8.113822887751915,9.537736958056854e-16,-1,PC2,p130722
-8.907453836442647,2.0070073636753518e-12,-1,PC3,p130722
23.094482938894107,2.2590381588334975e-18,-1,PC4,p130722
-7.932696436346914,7.412841419304242e-05,-1,PC5,p130722
22.283581980675795,7.351580821239027e-13,-1,PC6,p130722
5.422235499763493,1.893551143070364e-05,-1,PC7,p130722
-6.505386343452647,0.0089502382995258,-1,PC8,p130722
5.1199554860442165,3.030794571908659e-06,-1,PC9,p130722
8.64310988893488,1.1278695783268555e-07,-1,PC10,p130722
5.015918436751642,0.0002507188286007144,-1,PC11,p130722
7.39662475045115,2.8417174956069783e-05,-1,PC12,p130722
11.446149184931295,1.9254443266272184e-05,-1,PC13,p130722
7.82248634492225,0.0109475276680465,-1,PC14,p130722
-8.152844916083678,1.0933149477415573e-07,-1,PC15,p130722
13.068866797898258,1.3174325414007913e-12,-1,PC16,p130722
7.846322330778274,0.00012469071418822524,-1,PC17,p130722
7.1116106417968,0.0007631656796935247,-1,PC18,p130722
-10.800418007802971,4.016574442794892e-07,-1,PC19,p130722
8.993363395070391,0.0066151683771925,-1,PC20,p130722
12.73743337778877,8.647023486194903e-08,-1,PC21,p130722
8.981415261376306,0.0042278029529454,-1,PC22,p130722
8.81638535328085,0.0004098611993286902,-1,PC23,p130722
13.250037303977429,1.4749920388399047e-06,-1,PC24,p130722
-9.381279307178817,0.0005571713231996477,-1,PC25,p130722
-17.491884194908632,1.0756206416195717e-08,-1,PC26,p130722
443.50760741017496,0.6319932921339468,-1,PC1,p130770
10.694197435437678,3.4365749242686106e-19,-1,PC2,p130770
-6.428579703791079,3.6770382033763175e-10,-1,PC3,p130770
